"timeBlock","Jan","Feb","Mar","Apr","May","Jun","July","Aug","Sep","Oct","Nov","Dcb"
"28","80.6","80.6","77","77","77","80.6","77","80.6","80.6","80.6","80.6","80.6"
"29","80.6","80.6","77","77","77","80.6","77","80.6","80.6","80.6","80.6","80.6"
"30","80.6","80.6","77","77","77","80.6","77","80.6","80.6","80.6","80.6","80.6"
"31","80.6","80.6","77","77","77","80.6","77","80.6","80.6","80.6","80.6","80.6"
"32","73.4","73.4","77","77","77","73.4","77","73.4","73.4","80.6","80.6","73.4"
"33","73.4","73.4","77","77","77","73.4","77","73.4","73.4","80.6","80.6","73.4"
"34","73.4","73.4","77","77","77","73.4","77","73.4","73.4","80.6","80.6","73.4"
"35","73.4","73.4","77","77","77","73.4","77","73.4","73.4","80.6","80.6","73.4"
"36","73.4","73.4","77","77","77","73.4","77","73.4","73.4","80.6","80.6","73.4"
"37","73.4","73.4","77","77","77","73.4","77","73.4","73.4","80.6","80.6","73.4"
"38","73.4","73.4","77","77","77","73.4","77","73.4","73.4","80.6","80.6","73.4"
"39","73.4","73.4","77","77","77","73.4","77","73.4","73.4","80.6","80.6","73.4"
"40","73.4","73.4","77","77","77","73.4","77","73.4","73.4","80.6","80.6","73.4"
"41","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","80.6","80.6","73.4"
"42","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"43","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"44","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"45","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"46","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"47","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"48","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"49","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"50","73.4","73.4","73.4","73.4","77","77","77","77","77","77","73.4","73.4"
"51","73.4","73.4","73.4","73.4","77","77","77","77","77","77","73.4","73.4"
"52","73.4","73.4","73.4","73.4","77","77","77","77","77","77","73.4","73.4"
"53","73.4","73.4","73.4","73.4","77","77","77","77","77","77","73.4","73.4"
"54","73.4","73.4","73.4","73.4","77","77","77","77","77","77","73.4","73.4"
"55","73.4","73.4","73.4","73.4","77","77","77","77","77","77","73.4","73.4"
"56","73.4","73.4","73.4","73.4","77","77","77","77","77","77","73.4","73.4"
"57","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"58","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"59","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"60","73.4","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","73.4","73.4","73.4"
"61","77","77","77","77","77","77","77","73.4","73.4","77","77","77"
"62","77","77","77","77","77","77","77","73.4","73.4","77","77","77"
"63","77","77","77","77","77","77","77","73.4","73.4","77","77","77"
"64","77","77","77","77","77","77","77","73.4","73.4","77","77","77"
"65","77","77","77","77","77","77","77","73.4","73.4","77","77","77"
"66","77","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","77","77","77"
"67","77","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","77","77","77"
"68","77","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","77","77","77"
"69","77","73.4","73.4","73.4","73.4","73.4","77","73.4","73.4","77","77","77"
"70","77","77","77","77","73.4","73.4","77","73.4","73.4","77","77","77"
"71","77","77","77","77","73.4","73.4","77","73.4","73.4","77","77","77"
"72","77","77","77","77","73.4","73.4","77","73.4","73.4","77","77","77"
"73","77","77","77","77","73.4","73.4","77","73.4","73.4","77","77","77"
"74","77","77","77","77","73.4","73.4","77","73.4","73.4","77","77","77"
"75","77","77","77","77","73.4","73.4","77","73.4","73.4","77","77","77"
"76","77","77","77","77","73.4","73.4","77","77","77","77","77","77"
"77","77","77","77","77","73.4","73.4","77","77","77","77","77","77"
"78","77","77","77","77","73.4","73.4","77","77","77","77","77","77"
"79","77","77","77","77","77","77","77","77","77","77","77","77"
"80","77","77","77","77","77","77","77","77","77","77","77","77"
"81","77","77","77","77","77","77","77","77","77","77","77","77"
"82","77","77","77","77","77","77","77","77","77","77","77","77"
"83","77","77","77","77","77","77","77","77","77","77","77","77"
"84","77","77","77","77","77","77","77","77","80.6","80.6","80.6","80.6"
"85","77","77","77","77","77","77","77","77","80.6","80.6","80.6","80.6"
"86","77","77","77","77","77","77","77","77","80.6","80.6","80.6","80.6"
"87","77","77","77","77","77","77","77","77","80.6","80.6","80.6","80.6"
"88","77","77","77","77","77","77","77","77","80.6","80.6","80.6","80.6"
"89","77","77","77","77","77","77","77","77","80.6","80.6","80.6","80.6"
"90","77","77","77","77","77","77","77","77","80.6","80.6","80.6","80.6"
"91","77","77","77","77","77","77","77","77","80.6","80.6","80.6","80.6"
"92","77","77","77","77","77","77","77","77","80.6","80.6","80.6","80.6"
"93","77","77","77","77","77","77","77","77","77","77","77","77"
"94","77","77","77","77","77","77","77","77","77","77","77","77"
"95","77","77","77","77","77","77","77","77","77","77","77","77"
